"date","GPP","Tair","SW","year","month","day","hour"
2015-01-01 00:30:00,0,22.29273,-1.620619,2015,1,1,0
2015-01-01 01:00:00,0,22.0281,-3.365119,2015,1,1,1
2015-01-01 01:30:00,0,21.6725,-3.714779,2015,1,1,1
2015-01-01 02:00:00,0,21.38712,-3.298357,2015,1,1,2
2015-01-01 02:30:00,0,20.93168,-3.633245,2015,1,1,2
2015-01-01 03:00:00,0,20.41633,-3.579795,2015,1,1,3
2015-01-01 03:30:00,0,19.93625,-3.202943,2015,1,1,3
2015-01-01 04:00:00,0,19.65507,-3.531364,2015,1,1,4
2015-01-01 04:30:00,0,19.27999,-3.627623,2015,1,1,4
2015-01-01 05:00:00,0,19.08352,0.4940324,2015,1,1,5
2015-01-01 05:30:00,9.58330088735415,18.90446,33.49978,2015,1,1,5
2015-01-01 06:00:00,17.1661926820824,19.30878,105.2015,2015,1,1,6
2015-01-01 06:30:00,-9.49469385331802,20.30752,205.2544,2015,1,1,6
2015-01-01 07:00:00,-8.02729328499456,22.21581,314.4008,2015,1,1,7
2015-01-01 07:30:00,-3.82519257709228,23.36401,444.5988,2015,1,1,7
2015-01-01 08:00:00,3.00151890660816,23.55239,527.0442,2015,1,1,8
2015-01-01 08:30:00,15.4668230644997,23.85844,631.5087,2015,1,1,8
2015-01-01 09:00:00,18.982572380006,24.68203,760.5132,2015,1,1,9
2015-01-01 09:30:00,12.7468226036378,25.50694,831.6482,2015,1,1,9
2015-01-01 10:00:00,15.6802827089918,26.2215,919.3487,2015,1,1,10
2015-01-01 10:30:00,13.2036453293331,26.97219,983.3486,2015,1,1,10
2015-01-01 11:00:00,13.632581837541,27.74508,1032.573,2015,1,1,11
2015-01-01 11:30:00,7.38071457936027,28.86812,1060.036,2015,1,1,11
2015-01-01 12:00:00,11.7167314402159,30.15744,1076.16,2015,1,1,12
2015-01-01 12:30:00,6.17850214324512,31.26693,1082.242,2015,1,1,12
