"date","GPP","Tair","SW","year","month","day","hour"
2019-01-01 00:30:00,0,23.19895,-0.06349437,2019,1,1,0
2019-01-01 01:00:00,0,22.84566,-0.3331315,2019,1,1,1
2019-01-01 01:30:00,0,22.89832,-0.0691378,2019,1,1,1
2019-01-01 02:00:00,0,23.30959,-0.9864511,2019,1,1,2
2019-01-01 02:30:00,0,23.53553,-1.194471,2019,1,1,2
2019-01-01 03:00:00,0,23.27619,-1.685845,2019,1,1,3
2019-01-01 03:30:00,0,22.89974,-1.784118,2019,1,1,3
2019-01-01 04:00:00,0,22.86023,-2.345244,2019,1,1,4
2019-01-01 04:30:00,0,23.04965,-2.953757,2019,1,1,4
2019-01-01 05:00:00,0,22.99777,0.1848462,2019,1,1,5
2019-01-01 05:30:00,-9.76946314470603,22.47394,25.73316,2019,1,1,5
2019-01-01 06:00:00,-2.94648125906512,23.06108,122.6144,2019,1,1,6
2019-01-01 06:30:00,3.74588844736336,24.60665,223.0062,2019,1,1,6
2019-01-01 07:00:00,-3.75704297382015,25.52971,336.3609,2019,1,1,7
2019-01-01 07:30:00,0.430968255689407,26.36296,451.928,2019,1,1,7
2019-01-01 08:00:00,7.42031104363829,26.67252,562.2878,2019,1,1,8
2019-01-01 08:30:00,11.3809808250657,27.91109,665.2482,2019,1,1,8
2019-01-01 09:00:00,9.14441742120255,28.90761,758.9387,2019,1,1,9
2019-01-01 09:30:00,14.1038816549146,29.31608,848.4841,2019,1,1,9
2019-01-01 10:00:00,9.52846860723673,31.17921,922.183,2019,1,1,10
2019-01-01 10:30:00,2.16403800945022,31.7677,978.8305,2019,1,1,10
2019-01-01 11:00:00,12.0875219331976,32.30298,1027.956,2019,1,1,11
2019-01-01 11:30:00,9.9225181258092,33.46437,1061.439,2019,1,1,11
2019-01-01 12:00:00,6.97258524789636,34.24492,1076.641,2019,1,1,12
2019-01-01 12:30:00,3.25769832317966,34.68151,1079.219,2019,1,1,12
2019-01-01 13:00:00,5.58561175641881,35.37843,1057.577,2019,1,1,13
2019-01-01 13:30:00,8.20860655131742,35.89066,1029.129,2019,1,1,13
2019-01-01 14:00:00,7.77387755621092,35.79556,980.0093,2019,1,1,14
2019-01-01 14:30:00,6.3671914647825,35.73701,920.9207,2019,1,1,14
2019-01-01 15:00:00,6.22999304606071,35.54192,846.7705,2019,1,1,15
2019-01-01 15:30:00,7.32256628445282,35.4276,761.3686,2019,1,1,15
2019-01-01 16:00:00,6.20099489687637,35.37415,664.2498,2019,1,1,16
2019-01-01 16:30:00,3.39120384634861,35.20732,559.0726,2019,1,1,16
2019-01-01 17:00:00,6.20488719558952,34.80757,449.2356,2019,1,1,17
2019-01-01 17:30:00,-0.390712978770428,34.49317,333.4403,2019,1,1,17
2019-01-01 18:00:00,3.02314346696028,33.94772,219.6572,2019,1,1,18
2019-01-01 18:30:00,2.51693302148372,33.37952,116.0593,2019,1,1,18
2019-01-01 19:00:00,2.1236475883371,32.38877,25.53388,2019,1,1,19
2019-01-01 19:30:00,0,31.13378,-1.202801,2019,1,1,19
2019-01-01 20:00:00,0,29.98127,-4.550023,2019,1,1,20
