"date","GPP","Tair","SW","year","month","day","hour"
2018-01-01 00:00:00,0,29.38379,0,2018,1,1,0
2018-01-01 00:30:00,0,29.48336,0,2018,1,1,0
2018-01-01 00:59:59,0,29.32212,0,2018,1,1,0
2018-01-01 01:30:00,0,29.04763,0,2018,1,1,1
2018-01-01 02:00:00,0,28.66055,0,2018,1,1,2
2018-01-01 02:29:59,0,28.52032,0,2018,1,1,2
2018-01-01 03:00:00,0,27.56746,0,2018,1,1,3
2018-01-01 03:30:00,0,26.78184,0,2018,1,1,3
2018-01-01 03:59:59,0,26.5579,0,2018,1,1,3
2018-01-01 04:30:00,0,26.32612,0,2018,1,1,4
2018-01-01 05:00:00,0,25.48097,0,2018,1,1,5
2018-01-01 05:29:59,0,25.06673,0,2018,1,1,5
2018-01-01 06:00:00,0,25.02601,0,2018,1,1,6
2018-01-01 06:30:00,0.380554270337907,24.10783,32.06942,2018,1,1,6
2018-01-01 06:59:59,0.785881605444166,26.19333,114.0385,2018,1,1,6
2018-01-01 07:30:00,1.22760582101234,28.59645,231.4193,2018,1,1,7
2018-01-01 08:00:00,0.320873361662262,29.92163,349.3619,2018,1,1,8
2018-01-01 08:29:59,1.29970921216183,31.16229,468.2494,2018,1,1,8
2018-01-01 09:00:00,3.15461492938403,32.14768,506.6958,2018,1,1,9
2018-01-01 09:30:00,3.16652486558487,32.77039,686.4744,2018,1,1,9
2018-01-01 09:59:59,4.0678753500604,33.56999,782.7047,2018,1,1,9
2018-01-01 10:30:00,2.82611924299604,34.03475,860.1174,2018,1,1,10
2018-01-01 11:00:00,2.99706766127746,35.0078,926.0701,2018,1,1,11
2018-01-01 11:29:59,2.2426231667808,35.939,981.9713,2018,1,1,11
2018-01-01 12:00:00,2.07572278406331,36.4141,1029.144,2018,1,1,12
2018-01-01 12:30:00,1.95967534189347,36.76046,1045.616,2018,1,1,12
2018-01-01 12:59:59,1.74568942289071,37.72702,1048.563,2018,1,1,12
2018-01-01 13:30:00,1.7246264931806,37.69656,1024.415,2018,1,1,13
2018-01-01 14:00:00,1.53670462035397,38.10191,1043.271,2018,1,1,14
2018-01-01 14:29:59,1.5106641721068,38.30849,994.0274,2018,1,1,14
2018-01-01 15:00:00,1.51978936721562,38.62416,800.0723,2018,1,1,15
2018-01-01 15:30:00,1.47712832570525,38.79737,622.4601,2018,1,1,15
2018-01-01 15:59:59,0.279721743085408,38.57068,350.6161,2018,1,1,15
2018-01-01 16:30:00,0.341725470863544,38.92598,448.7487,2018,1,1,16
2018-01-01 17:00:00,0,38.57101,272.1804,2018,1,1,17
2018-01-01 17:29:59,0.381794385708108,39.32578,428.585,2018,1,1,17
2018-01-01 18:00:00,0.366155149430064,39.31731,325.6315,2018,1,1,18
2018-01-01 18:30:00,0,38.92262,89.27445,2018,1,1,18
2018-01-01 18:59:59,0,38.19096,30.19909,2018,1,1,18
2018-01-01 19:30:00,0,35.55091,0,2018,1,1,19
2018-01-01 20:00:00,0,32.72149,0,2018,1,1,20
2018-01-01 20:29:59,0,31.3708,0,2018,1,1,20
2018-01-01 21:00:00,0,31.23568,0,2018,1,1,21
2018-01-01 21:30:00,0,30.29831,0,2018,1,1,21
2018-01-01 21:59:59,0,29.17163,0,2018,1,1,21
2018-01-01 22:30:00,0,26.53446,0,2018,1,1,22
2018-01-01 23:00:00,0,25.44985,0,2018,1,1,23
2018-01-01 23:29:59,0,26.19502,0,2018,1,1,23
2018-01-02 00:00:00,0,26.57866,0,2018,1,2,0
2018-01-02 00:30:00,0,26.6105,0,2018,1,2,0
2018-01-02 00:59:59,0,26.31264,0,2018,1,2,0
2018-01-02 01:30:00,0,25.8336,0,2018,1,2,1
2018-01-02 02:00:00,0,25.74671,0,2018,1,2,2
2018-01-02 02:29:59,0,25.4156,0,2018,1,2,2
2018-01-02 03:00:00,0,25.27045,0,2018,1,2,3
2018-01-02 03:30:00,0,24.50486,0,2018,1,2,3
2018-01-02 03:59:59,0,23.75902,0,2018,1,2,3
2018-01-02 04:30:00,0,23.24232,0,2018,1,2,4
2018-01-02 05:00:00,0,22.90478,0,2018,1,2,5
2018-01-02 05:29:59,0,22.82974,0,2018,1,2,5
2018-01-02 06:00:00,0,22.7019,0,2018,1,2,6
2018-01-02 06:30:00,0,22.57939,0,2018,1,2,6
2018-01-02 06:59:59,1.30596264442999,22.72544,79.84229,2018,1,2,6
2018-01-02 07:30:00,3.41134194071606,23.72185,207.8792,2018,1,2,7
2018-01-02 08:00:00,4.14879712342226,24.45352,388.2895,2018,1,2,8
2018-01-02 08:29:59,2.86512469249505,24.93175,371.8433,2018,1,2,8
2018-01-02 09:00:00,3.2474837292098,25.45115,480.8753,2018,1,2,9
2018-01-02 09:30:00,4.1131512564616,26.44165,705.0237,2018,1,2,9
2018-01-02 09:59:59,3.7252299059653,27.31119,793.6766,2018,1,2,9
2018-01-02 10:30:00,3.58935799733183,28.26704,786.4689,2018,1,2,10
2018-01-02 11:00:00,2.82590109792647,29.55533,744.9238,2018,1,2,11
2018-01-02 11:29:59,2.22122803722775,30.26812,929.9865,2018,1,2,11
2018-01-02 12:00:00,2.66762898371942,30.69823,747.7407,2018,1,2,12
2018-01-02 12:30:00,2.29371583570732,31.52271,1098.399,2018,1,2,12
2018-01-02 12:59:59,1.94315731349944,32.07746,980.7382,2018,1,2,12
