"date","GPP","Tair","SW","year","month","day","hour"
2015-01-01 00:00:00,0,26.95732,0,2015,1,1,0
2015-01-01 00:30:00,0,26.51491,0,2015,1,1,0
2015-01-01 00:59:59,0,25.71619,0,2015,1,1,0
2015-01-01 01:30:00,0,25.05446,0,2015,1,1,1
2015-01-01 02:00:00,0,25.26132,0,2015,1,1,2
2015-01-01 02:29:59,0,25.21868,0,2015,1,1,2
2015-01-01 03:00:00,0,24.981,0,2015,1,1,3
2015-01-01 03:30:00,0,22.92079,0,2015,1,1,3
2015-01-01 03:59:59,0,22.05855,0,2015,1,1,3
2015-01-01 04:30:00,0,22.28234,0,2015,1,1,4
2015-01-01 05:00:00,0,22.70252,0,2015,1,1,5
2015-01-01 05:29:59,0,22.72722,0,2015,1,1,5
2015-01-01 06:00:00,0,22.70784,0,2015,1,1,6
2015-01-01 06:30:00,0,22.51031,14.46998,2015,1,1,6
2015-01-01 06:59:59,0,22.90256,64.45229,2015,1,1,6
2015-01-01 07:30:00,0,24.02393,107.1882,2015,1,1,7
2015-01-01 08:00:00,0,25.55148,139.2275,2015,1,1,8
2015-01-01 08:29:59,0.0528480587017106,27.08122,224.6416,2015,1,1,8
2015-01-01 09:00:00,2.47127108488526,28.544,380.9295,2015,1,1,9
2015-01-01 09:30:00,3.11185881628878,31.22009,463.6855,2015,1,1,9
2015-01-01 09:59:59,2.57276147909072,31.02365,402.2904,2015,1,1,9
2015-01-01 10:30:00,2.91826146041585,31.65925,482.507,2015,1,1,10
2015-01-01 11:00:00,5.96718801124785,32.36787,887.5226,2015,1,1,11
2015-01-01 11:29:59,5.12507553953528,32.78028,935.9152,2015,1,1,11
2015-01-01 12:00:00,7.26122939502549,32.75465,652.7068,2015,1,1,12
2015-01-01 12:30:00,4.97463624900448,33.41236,827.262,2015,1,1,12
2015-01-01 12:59:59,3.95256175405452,34.43888,777.3444,2015,1,1,12
2015-01-01 13:30:00,6.2581598148964,33.99266,650.3982,2015,1,1,13
2015-01-01 14:00:00,4.32995155014537,34.35674,871.2347,2015,1,1,14
2015-01-01 14:29:59,5.21395907814701,34.64557,795.658,2015,1,1,14
2015-01-01 15:00:00,4.27943058080303,35.07705,602.0867,2015,1,1,15
2015-01-01 15:30:00,2.26558400139297,35.17533,437.0221,2015,1,1,15
2015-01-01 15:59:59,4.35353241997293,35.5636,718.4141,2015,1,1,15
2015-01-01 16:30:00,3.93578770172706,36.04415,793.2534,2015,1,1,16
2015-01-01 17:00:00,1.19874425932121,35.49971,380.9907,2015,1,1,17
2015-01-01 17:29:59,0.402238423541724,35.0827,175.5313,2015,1,1,17
2015-01-01 18:00:00,0.179603382553926,35.08051,159.1122,2015,1,1,18
2015-01-01 18:30:00,0.240422460247102,34.8818,126.5847,2015,1,1,18
2015-01-01 18:59:59,0.052013988778275,34.37526,57.1859,2015,1,1,18
2015-01-01 19:30:00,0,33.50755,14.07772,2015,1,1,19
2015-01-01 20:00:00,0,32.55054,0,2015,1,1,20
2015-01-01 20:29:59,0,31.46375,0,2015,1,1,20
2015-01-01 21:00:00,0,30.77676,0,2015,1,1,21
2015-01-01 21:30:00,0,30.37675,0,2015,1,1,21
2015-01-01 21:59:59,0,29.38396,0,2015,1,1,21
2015-01-01 22:30:00,0,28.63486,0,2015,1,1,22
2015-01-01 23:00:00,0,28.30883,0,2015,1,1,23
2015-01-01 23:29:59,0,27.87906,0,2015,1,1,23
2015-01-02 00:00:00,0,27.54698,0,2015,1,2,0
2015-01-02 00:30:00,0,27.24242,0,2015,1,2,0
2015-01-02 00:59:59,0,26.87592,0,2015,1,2,0
2015-01-02 01:30:00,0,26.01467,0,2015,1,2,1
2015-01-02 02:00:00,0,25.68002,0,2015,1,2,2
2015-01-02 02:29:59,0,25.82209,0,2015,1,2,2
2015-01-02 03:00:00,0,25.79867,0,2015,1,2,3
2015-01-02 03:30:00,0,25.88799,0,2015,1,2,3
2015-01-02 03:59:59,0,25.81539,0,2015,1,2,3
2015-01-02 04:30:00,0,25.17335,0,2015,1,2,4
2015-01-02 05:00:00,0,24.88694,0,2015,1,2,5
2015-01-02 05:29:59,0,24.23428,0,2015,1,2,5
2015-01-02 06:00:00,0,22.66451,0,2015,1,2,6
2015-01-02 06:30:00,0,22.94364,27.35279,2015,1,2,6
2015-01-02 06:59:59,0.214906438732762,23.14503,67.73877,2015,1,2,6
2015-01-02 07:30:00,0.37780862242683,24.68127,150.9391,2015,1,2,7
2015-01-02 08:00:00,1.64519733924296,26.89625,240.5223,2015,1,2,8
2015-01-02 08:29:59,2.45139719472286,28.25216,264.4649,2015,1,2,8
2015-01-02 09:00:00,0,28.71117,398.0332,2015,1,2,9
2015-01-02 09:30:00,2.29906126106311,29.53737,347.3197,2015,1,2,9
2015-01-02 09:59:59,3.09743644786645,30.25344,479.7984,2015,1,2,9
2015-01-02 10:30:00,2.44085112788223,30.61414,376.429,2015,1,2,10
2015-01-02 11:00:00,2.16909838625054,30.58499,238.2232,2015,1,2,11
2015-01-02 11:29:59,1.74953872376754,30.74078,263.8047,2015,1,2,11
2015-01-02 12:00:00,2.17203002994408,31.23798,406.3348,2015,1,2,12
2015-01-02 12:30:00,7.2367355262797,31.90583,629.0206,2015,1,2,12
2015-01-02 12:59:59,5.13455755473497,32.51626,680.1027,2015,1,2,12
2015-01-02 13:30:00,5.56977836156863,32.53118,519.8717,2015,1,2,13
2015-01-02 14:00:00,2.40894255549074,32.39729,401.8253,2015,1,2,14
2015-01-02 14:29:59,2.27838609920108,32.63334,464.4487,2015,1,2,14
2015-01-02 15:00:00,2.19734566060522,32.72292,441.2631,2015,1,2,15
2015-01-02 15:30:00,2.08847645506852,32.67194,359.4109,2015,1,2,15
2015-01-02 15:59:59,1.97594349962618,32.32919,398.6422,2015,1,2,15
2015-01-02 16:30:00,1.71572954623383,31.74388,286.5047,2015,1,2,16
2015-01-02 17:00:00,1.25896165203376,31.31033,190.1651,2015,1,2,17
2015-01-02 17:29:59,1.31722527964829,31.09112,218.7643,2015,1,2,17
2015-01-02 18:00:00,0.548811749194772,30.94411,128.3685,2015,1,2,18
2015-01-02 18:30:00,0,30.58098,54.51024,2015,1,2,18
2015-01-02 18:59:59,0,30.11143,28.01657,2015,1,2,18
2015-01-02 19:30:00,0,29.60974,9.048557,2015,1,2,19
2015-01-02 20:00:00,0,29.26144,0,2015,1,2,20
2015-01-02 20:29:59,0,28.75589,0,2015,1,2,20
2015-01-02 21:00:00,0,27.94327,0,2015,1,2,21
2015-01-02 21:30:00,0,27.79252,0,2015,1,2,21
2015-01-02 21:59:59,0,28.14191,0,2015,1,2,21
2015-01-02 22:30:00,0,28.04325,0,2015,1,2,22
2015-01-02 23:00:00,0,27.30724,0,2015,1,2,23
2015-01-02 23:29:59,0,27.19363,0,2015,1,2,23
2015-01-03 00:00:00,0,27.3109,0,2015,1,3,0
2015-01-03 00:30:00,0,27.3231,0,2015,1,3,0
2015-01-03 00:59:59,0,27.26373,0,2015,1,3,0
2015-01-03 01:30:00,0,26.89233,0,2015,1,3,1
2015-01-03 02:00:00,0,25.46457,0,2015,1,3,2
2015-01-03 02:29:59,0,25.87293,0,2015,1,3,2
2015-01-03 03:00:00,0,26.19914,0,2015,1,3,3
2015-01-03 03:30:00,0,26.25139,0,2015,1,3,3
2015-01-03 03:59:59,0,26.1199,0,2015,1,3,3
2015-01-03 04:30:00,0,26.26443,0,2015,1,3,4
2015-01-03 05:00:00,0,26.03276,0,2015,1,3,5
2015-01-03 05:29:59,0,25.59058,0,2015,1,3,5
2015-01-03 06:00:00,0,24.83223,0,2015,1,3,6
2015-01-03 06:30:00,0,24.18789,0,2015,1,3,6
2015-01-03 06:59:59,0,23.74192,25.20258,2015,1,3,6
2015-01-03 07:30:00,0.549889219788271,24.02818,134.4353,2015,1,3,7
2015-01-03 08:00:00,2.22380376660256,25.0411,145.8899,2015,1,3,8
2015-01-03 08:29:59,1.47959322917654,25.25414,192.8167,2015,1,3,8
2015-01-03 09:00:00,2.59917193336288,25.71975,266.8056,2015,1,3,9
2015-01-03 09:30:00,2.42891664642664,26.23688,322.2499,2015,1,3,9
2015-01-03 09:59:59,2.35851303010322,26.527,235.5977,2015,1,3,9
2015-01-03 10:30:00,2.47098998561706,26.63454,315.4942,2015,1,3,10
2015-01-03 11:00:00,2.41187320765616,27.19734,302.3051,2015,1,3,11
2015-01-03 11:29:59,2.45415739159186,27.45511,352.8887,2015,1,3,11
2015-01-03 12:00:00,6.47058778230099,27.10494,526.5524,2015,1,3,12
2015-01-03 12:30:00,7.46005126108521,27.54356,623.7846,2015,1,3,12
2015-01-03 12:59:59,3.25323901381921,28.0691,445.0015,2015,1,3,12
2015-01-03 13:30:00,1.14015864113234,28.23445,304.7953,2015,1,3,13
2015-01-03 14:00:00,2.89133805532239,28.24313,232.9576,2015,1,3,14
2015-01-03 14:29:59,1.3240412853192,28.19946,212.868,2015,1,3,14
2015-01-03 15:00:00,2.51252403870605,27.57637,222.2915,2015,1,3,15
2015-01-03 15:30:00,2.63885369098374,27.1009,280.651,2015,1,3,15
2015-01-03 15:59:59,2.42408219102908,27.0866,356.7399,2015,1,3,15
2015-01-03 16:30:00,2.18558198786644,27.34966,366.1081,2015,1,3,16
2015-01-03 17:00:00,2.59032066544703,27.88313,346.7286,2015,1,3,17
2015-01-03 17:29:59,1.753016916407,28.07664,279.3371,2015,1,3,17
2015-01-03 18:00:00,1.15459835021134,28.20404,144.7312,2015,1,3,18
2015-01-03 18:30:00,0.239323234058647,28.15899,63.49431,2015,1,3,18
2015-01-03 18:59:59,0,28.01747,48.09575,2015,1,3,18
2015-01-03 19:30:00,0,27.66654,0,2015,1,3,19
2015-01-03 20:00:00,0,27.2654,0,2015,1,3,20
2015-01-03 20:29:59,0,26.83466,0,2015,1,3,20
2015-01-03 21:00:00,0,26.30464,0,2015,1,3,21
2015-01-03 21:30:00,0,25.72701,0,2015,1,3,21
2015-01-03 21:59:59,0,23.77511,0,2015,1,3,21
2015-01-03 22:30:00,0,22.6911,0,2015,1,3,22
2015-01-03 23:00:00,0,22.28344,0,2015,1,3,23
2015-01-03 23:29:59,0,22.14586,0,2015,1,3,23
2015-01-04 00:00:00,0,22.18685,0,2015,1,4,0
2015-01-04 00:30:00,0,22.19323,0,2015,1,4,0
2015-01-04 00:59:59,0,22.17972,0,2015,1,4,0
2015-01-04 01:30:00,0,22.10736,0,2015,1,4,1
2015-01-04 02:00:00,0,22.05144,0,2015,1,4,2
2015-01-04 02:29:59,0,22.0047,0,2015,1,4,2
2015-01-04 03:00:00,0,22.02209,0,2015,1,4,3
2015-01-04 03:30:00,0,21.95708,0,2015,1,4,3
