"date","GPP","Tair","SW","year","month","day","hour"
2012-01-01 00:00:00,0,29.01259,0,2012,1,1,0
2012-01-01 00:30:00,0,28.60838,0,2012,1,1,0
2012-01-01 00:59:59,0,28.03952,0,2012,1,1,0
2012-01-01 01:30:00,0,26.92986,0,2012,1,1,1
2012-01-01 02:00:00,0,27.91591,0,2012,1,1,2
2012-01-01 02:29:59,0,26.34526,0,2012,1,1,2
2012-01-01 03:00:00,0,27.29632,0,2012,1,1,3
2012-01-01 03:30:00,0,27.15445,0,2012,1,1,3
2012-01-01 03:59:59,0,27.78356,0,2012,1,1,3
2012-01-01 04:30:00,0,27.80677,0,2012,1,1,4
2012-01-01 05:00:00,0,26.91427,0,2012,1,1,5
2012-01-01 05:29:59,0,23.90305,0,2012,1,1,5
2012-01-01 06:00:00,0,24.14772,0,2012,1,1,6
2012-01-01 06:30:00,0.474441843599341,24.18272,33.28648,2012,1,1,6
2012-01-01 06:59:59,0.667627664323169,25.55486,114.9987,2012,1,1,6
2012-01-01 07:30:00,0,27.92581,226.9682,2012,1,1,7
2012-01-01 08:00:00,0.0848168403184154,29.63875,351.4021,2012,1,1,8
2012-01-01 08:29:59,0,31.10867,475.549,2012,1,1,8
2012-01-01 09:00:00,4.86821356059494,32.34007,563.2751,2012,1,1,9
2012-01-01 09:30:00,4.50884729768385,33.60554,705.2893,2012,1,1,9
2012-01-01 09:59:59,3.93188495039378,34.84406,803.289,2012,1,1,9
2012-01-01 10:30:00,3.89387232820183,35.70756,892.9355,2012,1,1,10
2012-01-01 11:00:00,3.60727659193533,36.46152,969.9587,2012,1,1,11
2012-01-01 11:29:59,3.48057490704199,36.93056,1042.811,2012,1,1,11
2012-01-01 12:00:00,3.28578474953114,37.74673,1214.165,2012,1,1,12
2012-01-01 12:30:00,2.72164771920789,38.05742,1097.669,2012,1,1,12
2012-01-01 12:59:59,2.11108728683898,37.70916,703.6104,2012,1,1,12
2012-01-01 13:30:00,2.2690947212302,37.91995,554.7017,2012,1,1,13
2012-01-01 14:00:00,3.02376165793179,37.97268,538.6971,2012,1,1,14
2012-01-01 14:29:59,3.10275023847363,39.61253,1151.734,2012,1,1,14
2012-01-01 15:00:00,1.70649056196114,38.52419,526.1464,2012,1,1,15
2012-01-01 15:30:00,2.46299813933383,39.22751,561.3795,2012,1,1,15
2012-01-01 15:59:59,0.180126378545582,38.7665,220.3075,2012,1,1,15
2012-01-01 16:30:00,0.503696664870835,38.5667,152.9408,2012,1,1,16
2012-01-01 17:00:00,0.14622512848281,38.4668,118.4543,2012,1,1,17
2012-01-01 17:29:59,0.350393252350076,38.65898,207.1174,2012,1,1,17
2012-01-01 18:00:00,0.0886112663961584,39.0876,276.713,2012,1,1,18
2012-01-01 18:30:00,0.247173197800771,39.06467,225.0306,2012,1,1,18
2012-01-01 18:59:59,0.245609311840114,38.56736,66.38721,2012,1,1,18
2012-01-01 19:30:00,0.467055889206251,37.94526,8.751777,2012,1,1,19
2012-01-01 20:00:00,0,37.06494,0,2012,1,1,20
2012-01-01 20:29:59,0,35.97826,0,2012,1,1,20
2012-01-01 21:00:00,0,35.66426,0,2012,1,1,21
2012-01-01 21:30:00,0,34.91327,0,2012,1,1,21
2012-01-01 21:59:59,0,34.01751,0,2012,1,1,21
2012-01-01 22:30:00,0,33.95338,0,2012,1,1,22
2012-01-01 23:00:00,0,33.59835,0,2012,1,1,23
2012-01-01 23:29:59,0,34.1886,0,2012,1,1,23
2012-01-02 00:00:00,0,33.61088,0,2012,1,2,0
2012-01-02 00:30:00,0,33.55398,0,2012,1,2,0
2012-01-02 00:59:59,0,32.81438,0,2012,1,2,0
2012-01-02 01:30:00,0,32.2173,0,2012,1,2,1
2012-01-02 02:00:00,0,31.54125,0,2012,1,2,2
2012-01-02 02:29:59,0,31.51802,0,2012,1,2,2
2012-01-02 03:00:00,0,31.79104,0,2012,1,2,3
2012-01-02 03:30:00,0,31.55015,0,2012,1,2,3
2012-01-02 03:59:59,0,31.3848,0,2012,1,2,3
2012-01-02 04:30:00,0,30.86146,0,2012,1,2,4
2012-01-02 05:00:00,0,30.01748,0,2012,1,2,5
2012-01-02 05:29:59,0,28.58169,0,2012,1,2,5
2012-01-02 06:00:00,0,27.72519,0,2012,1,2,6
2012-01-02 06:30:00,0,27.25519,22.11192,2012,1,2,6
2012-01-02 06:59:59,0,27.03783,82.73779,2012,1,2,6
2012-01-02 07:30:00,0,27.19484,145.8685,2012,1,2,7
2012-01-02 08:00:00,0.189633723959449,27.86237,337.2607,2012,1,2,8
2012-01-02 08:29:59,0,28.82243,459.4683,2012,1,2,8
2012-01-02 09:00:00,5.59759553251635,29.90481,552.6803,2012,1,2,9
