"date","GPP","Tair","SW","year","month","day","hour"
2013-01-01 00:00:00,0,29.90884,0,2013,1,1,0
2013-01-01 00:30:00,0,29.96688,0,2013,1,1,0
2013-01-01 00:59:59,0,29.55139,0,2013,1,1,0
2013-01-01 01:30:00,0,28.96362,0,2013,1,1,1
2013-01-01 02:00:00,0,28.69057,0,2013,1,1,2
2013-01-01 02:29:59,0,28.59557,0,2013,1,1,2
2013-01-01 03:00:00,0,28.39692,0,2013,1,1,3
2013-01-01 03:30:00,0,28.33352,0,2013,1,1,3
2013-01-01 03:59:59,0,28.52772,0,2013,1,1,3
2013-01-01 04:30:00,0,28.58914,0,2013,1,1,4
2013-01-01 05:00:00,0,27.97971,0,2013,1,1,5
2013-01-01 05:29:59,0,27.67511,0,2013,1,1,5
2013-01-01 06:00:00,0,27.98762,0,2013,1,1,6
2013-01-01 06:30:00,0,28.25348,23.05026,2013,1,1,6
2013-01-01 06:59:59,0.488991741029274,28.51244,71.75387,2013,1,1,6
2013-01-01 07:30:00,0.931983198585898,29.5093,201.7795,2013,1,1,7
2013-01-01 08:00:00,0.350901362839693,30.79097,323.5015,2013,1,1,8
2013-01-01 08:29:59,1.44748862902553,31.53806,455.1969,2013,1,1,8
2013-01-01 09:00:00,3.70263462354874,32.60217,611.8077,2013,1,1,9
2013-01-01 09:30:00,4.94765000166016,33.21768,646.8271,2013,1,1,9
2013-01-01 09:59:59,5.43138172569472,33.60674,674.9678,2013,1,1,9
2013-01-01 10:30:00,5.27710322620531,34.3605,734.232,2013,1,1,10
2013-01-01 11:00:00,5.427295525051,34.89571,782.687,2013,1,1,11
2013-01-01 11:29:59,6.04432390375612,35.26353,738.1358,2013,1,1,11
2013-01-01 12:00:00,6.08392923923068,35.65493,844.3275,2013,1,1,12
2013-01-01 12:30:00,1.69677864167335,35.61085,455.5782,2013,1,1,12
2013-01-01 12:59:59,5.91368654395862,35.87831,521.1611,2013,1,1,12
2013-01-01 13:30:00,1.48206479932214,36.10822,488.5369,2013,1,1,13
2013-01-01 14:00:00,0.94414026840605,36.08271,420.0164,2013,1,1,14
2013-01-01 14:29:59,6.1897402603627,36.57134,625.6308,2013,1,1,14
2013-01-01 15:00:00,5.9195268683037,37.15685,960.5574,2013,1,1,15
2013-01-01 15:30:00,5.94676866146321,37.46481,862.5093,2013,1,1,15
2013-01-01 15:59:59,4.88297393998989,37.84076,882.1441,2013,1,1,15
2013-01-01 16:30:00,4.43006913108785,38.01294,655.7084,2013,1,1,16
2013-01-01 17:00:00,0.402237977980258,36.59171,186.4491,2013,1,1,17
2013-01-01 17:29:59,0,34.8626,110.7767,2013,1,1,17
2013-01-01 18:00:00,0,32.88618,73.46676,2013,1,1,18
2013-01-01 18:30:00,0,33.11501,65.67268,2013,1,1,18
2013-01-01 18:59:59,0,31.77938,15.67851,2013,1,1,18
2013-01-01 19:30:00,0,30.19615,0,2013,1,1,19
2013-01-01 20:00:00,0,28.22957,5.79095,2013,1,1,20
2013-01-01 20:29:59,0,27.27462,0,2013,1,1,20
2013-01-01 21:00:00,0,28.48904,0,2013,1,1,21
2013-01-01 21:30:00,0,28.47588,0,2013,1,1,21
2013-01-01 21:59:59,0,28.34495,0,2013,1,1,21
2013-01-01 22:30:00,0,27.60456,0,2013,1,1,22
2013-01-01 23:00:00,0,27.23662,0,2013,1,1,23
2013-01-01 23:29:59,0,26.05879,0,2013,1,1,23
2013-01-02 00:00:00,0,25.37585,0,2013,1,2,0
2013-01-02 00:30:00,0,24.88594,0,2013,1,2,0
2013-01-02 00:59:59,0,24.53059,0,2013,1,2,0
2013-01-02 01:30:00,0,24.0426,0,2013,1,2,1
2013-01-02 02:00:00,0,23.509,0,2013,1,2,2
2013-01-02 02:29:59,0,23.60007,0,2013,1,2,2
2013-01-02 03:00:00,0,23.13934,0,2013,1,2,3
2013-01-02 03:30:00,0,22.86735,0,2013,1,2,3
2013-01-02 03:59:59,0,22.28872,0,2013,1,2,3
2013-01-02 04:30:00,0,22.565,0,2013,1,2,4
2013-01-02 05:00:00,0,22.39381,0,2013,1,2,5
2013-01-02 05:29:59,0,22.26883,0,2013,1,2,5
2013-01-02 06:00:00,0,22.15337,0,2013,1,2,6
2013-01-02 06:30:00,0,22.67286,30.43234,2013,1,2,6
2013-01-02 06:59:59,0,24.59439,111.676,2013,1,2,6
2013-01-02 07:30:00,0,26.75959,221.4892,2013,1,2,7
2013-01-02 08:00:00,1.46314070783413,30.06948,347.5966,2013,1,2,8
2013-01-02 08:29:59,1.77291983463379,32.28635,473.7119,2013,1,2,8
2013-01-02 09:00:00,3.50597718056561,33.46199,563.3908,2013,1,2,9
2013-01-02 09:30:00,4.23272040772653,34.25766,708.7241,2013,1,2,9
2013-01-02 09:59:59,4.67748044946016,35.15923,811.4377,2013,1,2,9
2013-01-02 10:30:00,5.13452252972196,35.72557,905.3442,2013,1,2,10
2013-01-02 11:00:00,5.41531148009569,36.25471,982.5314,2013,1,2,11
2013-01-02 11:29:59,5.24968215063448,36.21965,950.5367,2013,1,2,11
2013-01-02 12:00:00,5.40418298203069,36.8608,1079.321,2013,1,2,12
